序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
190,娜娜,7.8,剧情,,58,91,99,0.473286713,#FDF316,0.278531469,#C8E1ED,0.116293706,#333021,0.067902098,#D2CD2A,0.063986014,#9F8E5B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2256750022.jpg,https://movie.douban.com/subject/1421823/
191,为你取名的那一天,8.4,剧情,,59,1,98,0.436013986,#FAFAF8,0.277342657,#C4A25E,0.128251748,#554C35,0.082517483,#E8DAAC,0.075874126,#ACACA6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2264955151.jpg,https://movie.douban.com/subject/26810837/
192,欢乐时光,8.1,剧情,,59,1,99,0.417062937,#FDFDFA,0.264895105,#B39357,0.127482517,#FEFEFB,0.097342657,#FEFEFD,0.093216783,#C8C7C1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2298735591.jpg,https://movie.douban.com/subject/26550176/
193,蜂蜜与四叶草,7.4,爱情,爱情,59,4,94,0.467132867,#EFEEE6,0.226783217,#C7C8B0,0.119020979,#6E8A66,0.097412587,#2F3029,0.08965035,#D6765B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p828552028.jpg,https://movie.douban.com/subject/1796053/
194,岁月的童话,8.5,剧情,动画,59,4,96,0.576783217,#F4F4EA,0.16,#C6C2B8,0.12958042,#D5C79D,0.07020979,#585669,0.063426573,#98674D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453886709.jpg,https://movie.douban.com/subject/1291588/
195,爱犬的奇迹,8.7,剧情,,60,6,91,0.344755245,#E7E7DA,0.262377622,#DCE68A,0.175454545,#C9915C,0.125594406,#6B9240,0.091818182,#444232,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p638702029.jpg,https://movie.douban.com/subject/2357302/
196,哈尔的移动城堡,8.9,动画,动画,60,49,71,0.333496503,#B4B55D,0.267902098,#4E4D3B,0.232237762,#4398DB,0.09986014,#CFD7D2,0.066503497,#A32B26,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg,https://movie.douban.com/subject/1308807/
197,早安,8.6,喜剧,喜剧,61,7,84,0.321398601,#D5D6C6,0.314055944,#A99B7D,0.148741259,#6D5237,0.10972028,#A4733B,0.106083916,#373730,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2200572533.jpg,https://movie.douban.com/subject/1298063/
198,早春,8.2,剧情,家庭,61,9,84,0.334755245,#D5D6C3,0.206573427,#DF9E6C,0.160909091,#613D2F,0.152657343,#D14522,0.145104895,#A3B65B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1995485265.jpg,https://movie.douban.com/subject/1298704/
199,月代头布丁,7.8,喜剧,喜剧,61,9,99,0.462167832,#FCFCE6,0.232167832,#4B4847,0.166573427,#DFD2CA,0.087342657,#A16D69,0.051748252,#BF9D74,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p638828049.jpg,https://movie.douban.com/subject/4290704/
200,攻壳机动队,8.9,动作,动画,62,1,99,0.575244755,#FDFDFB,0.154265734,#CECDC6,0.105104895,#888881,0.103986014,#312E2B,0.061398601,#977550,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910922395.jpg,https://movie.douban.com/subject/1291936/
201,近松物语,8.3,剧情,爱情,62,2,88,0.329090909,#E1E1DE,0.186923077,#ADA892,0.175384615,#B2755B,0.16979021,#3E3740,0.138811189,#43716D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2095370349.jpg,https://movie.douban.com/subject/1303600/
202,深夜食堂电影版,7.8,剧情,,62,29,23,0.409090909,#3A3B2A,0.287832168,#171510,0.17041958,#856443,0.078531469,#DDD4BE,0.054125874,#3E4661,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2205014862.jpg,https://movie.douban.com/subject/25958787/
203,泥之河,8.7,剧情,,42,62,22,0.389929577,#392E16,0.336549296,#F3EBCA,0.106408451,#A59E88,0.089859155,#6A5D46,0.077253521,#DCD09E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2495984800.jpg,https://movie.douban.com/subject/1303065/
204,虞美人盛开的山坡,7.8,剧情,动画,65,7,82,0.33034965,#CFD0C1,0.233636364,#5CB1BB,0.223076923,#919895,0.188601399,#445462,0.024335664,#BB4135,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1335271624.jpg,https://movie.douban.com/subject/5262338/
205,秋刀鱼之味,8.7,剧情,家庭,68,2,96,0.268321678,#F5F5F1,0.237132867,#1E2624,0.182097902,#5A5D5A,0.158111888,#BAB8B5,0.154335664,#9D8B71,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1995499987.jpg,https://movie.douban.com/subject/1294433/
206,吹响悠风号：欢迎来到北宇治高中吹奏乐部,8.3,剧情,动画,69,2,95,0.424125874,#F2F3ED,0.219090909,#C0C6C4,0.126293706,#84827F,0.124055944,#4E4644,0.106433566,#B6AF8C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2295439073.jpg,https://movie.douban.com/subject/26655962/
207,人间失格 剧场版,8.6,剧情,动画,70,24,8,0.32048951,#13130F,0.238391608,#32342A,0.201048951,#66665A,0.126853147,#B1B2A6,0.113216783,#461811,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2245737533.jpg,https://movie.douban.com/subject/4154545/
208,极恶非道,7.8,动作,犯罪,77,14,5,0.41993007,#0D0E0C,0.23,#3C3D34,0.165384615,#82827A,0.155524476,#D6D4CF,0.029160839,#862A54,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2254632477.jpg,https://movie.douban.com/subject/3819939/
209,神秘列车,8.2,剧情,喜剧,78,1,88,0.29034965,#E0E0DE,0.218881119,#112548,0.210699301,#140F0F,0.204335664,#636E80,0.075734266,#7E5A3D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p459490157.jpg,https://movie.douban.com/subject/1296534/
210,向阳处的她,7.9,爱情,爱情,78,4,89,0.357622378,#DFE2D9,0.31034965,#C7CFC2,0.126083916,#BBA77A,0.122307692,#89886C,0.083636364,#506369,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1946336785.jpg,https://movie.douban.com/subject/20426995/
211,明日的我与昨日的你约会,7.5,剧情,爱情,78,7,87,0.247482517,#D9DECE,0.234755245,#B7CDD5,0.223286713,#9D947B,0.178391608,#5C5043,0.116083916,#B4AE64,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2390682054.jpg,https://movie.douban.com/subject/26707472/
212,在这世界的角落,7.6,剧情,动画,81,21,77,0.321608392,#B6C59B,0.270699301,#8DAE74,0.158601399,#527550,0.136223776,#DDDAD2,0.112867133,#8F7D86,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2384601603.jpg,https://movie.douban.com/subject/11611021/
213,宠物小精灵：超梦的逆袭,7.9,动作,动画,81,34,31,0.276293706,#454E33,0.267622378,#C4C3C2,0.248251748,#4A4873,0.142867133,#B6754A,0.064965035,#E7D63F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2171957340.jpg,https://movie.douban.com/subject/1420088/
214,生活艰难但是快乐,8.6,剧情,,82,2,94,0.541678322,#EEEFEB,0.206223776,#8BC372,0.110909091,#CDC6BB,0.073776224,#947E6C,0.067412587,#3F3A38,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p718126297.jpg,https://movie.douban.com/subject/1507134/
215,亚人1：冲动,8.6,剧情,动画,82,18,6,0.477622378,#0F100D,0.205804196,#31302E,0.155104895,#686367,0.11993007,#AFB0B2,0.041538462,#4F221A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2267694939.jpg,https://movie.douban.com/subject/26386465/
216,借东西的小人阿莉埃蒂,8.7,动画,动画,85,71,77,0.266713287,#8CC639,0.22048951,#4F622B,0.211398601,#303722,0.205244755,#6C9943,0.096153846,#B27D6E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p617533616.jpg,https://movie.douban.com/subject/4202302/
217,菊次郎的夏天,8.7,剧情,喜剧,87,63,62,0.278741259,#719D3A,0.270979021,#B4CB61,0.225734266,#477732,0.146503497,#28552F,0.078041958,#BECFB1,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p751835224.jpg,https://movie.douban.com/subject/1293359/
218,萤火之森,8.7,剧情,动画,88,23,61,0.253986014,#8B9C78,0.204055944,#40553B,0.195594406,#D6E2C4,0.191048951,#BAD598,0.155314685,#769454,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1272904657.jpg,https://movie.douban.com/subject/5989818/
219,远山的呼唤,8.5,剧情,,90,2,88,0.338461538,#DFE1DC,0.187832168,#DEB783,0.168601399,#8F909B,0.155734266,#1F282A,0.149370629,#6D5853,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2213081303.jpg,https://movie.douban.com/subject/1302605/
220,垫底辣妹,8.1,剧情,家庭,93,0,99,0.545944056,#FCFCFC,0.192307692,#CFC7C9,0.10986014,#293348,0.093916084,#B38473,0.057972028,#D64894,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2329080834.jpg,https://movie.douban.com/subject/26259677/
221,大菩萨岭,8.5,剧情,动作,96,0,2,0.356993007,#050505,0.226783217,#2D2D2D,0.193986014,#565656,0.124195804,#DDDDDD,0.098041958,#959595,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187846310.jpg,https://movie.douban.com/subject/1440164/
222,落叶,8.6,喜剧,动画,101,3,66,0.306853147,#A5A9A4,0.285734266,#261D1B,0.171748252,#5C5271,0.131608392,#C5BD42,0.104055944,#D2522B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453769222.jpg,https://movie.douban.com/subject/1947265/
223,真幌站前多田便利屋,8,剧情,,101,5,43,0.312797203,#696D68,0.24013986,#F4F5ED,0.181678322,#BCBCA8,0.168951049,#302926,0.096433566,#967D54,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1126640909.jpg,https://movie.douban.com/subject/4903614/
224,导盲犬小Q,8.4,剧情,,103,1,99,0.543986014,#FCFDFB,0.193636364,#E4D6BB,0.149440559,#D9AE7D,0.074475524,#A4714F,0.038461538,#38221A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1233612794.jpg,https://movie.douban.com/subject/1316572/
225,梦旅人,8.3,剧情,,104,0,98,0.448461538,#F9FAF9,0.228671329,#110E0D,0.137762238,#45B2E3,0.11972028,#B2E7F6,0.065384615,#846863,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p481965652.jpg,https://movie.douban.com/subject/1301948/
226,幻之光,8.3,剧情,家庭,109,12,62,0.304125874,#8F9F8B,0.252797203,#A6B4A3,0.211818182,#C7D0C6,0.132797203,#2C3B21,0.098461538,#596A51,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2186795930.jpg,https://movie.douban.com/subject/1306885/
227,西鹤一代女,8.3,剧情,,121,1,97,0.353216783,#F5F7F5,0.220979021,#C9BCAD,0.151818182,#BE604C,0.15041958,#E51C23,0.123566434,#33302C,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2154438018.jpg,https://movie.douban.com/subject/1303603/
228,在世界中心呼唤爱,7.6,剧情,爱情,131,0,95,0.304545455,#F2F3F2,0.275174825,#B0BA4E,0.156643357,#B58E61,0.133496503,#504941,0.13013986,#B0C1D3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1308221260.jpg,https://movie.douban.com/subject/1315570/
229,人间的条件(第一、二部),8.8,剧情,,131,9,9,0.345104895,#141614,0.234895105,#A4A49C,0.160559441,#0F1110,0.137832168,#0A0D0C,0.121608392,#050807,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327865956.jpg,https://movie.douban.com/subject/1298561/
230,人间的条件(第五、六部),9.1,剧情,,131,9,9,0.344825175,#141614,0.234895105,#A4A49C,0.159370629,#0F1110,0.140559441,#0A0D0C,0.12034965,#050807,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327866185.jpg,https://movie.douban.com/subject/1441039/
231,攻壳机动队SSS 3D,8.7,动画,动画,132,16,16,0.448881119,#222823,0.187342657,#646360,0.186363636,#334A2D,0.115874126,#AEAB99,0.061538462,#6E914C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p910801233.jpg,https://movie.douban.com/subject/5403926/
232,人间的条件(第三、四部),8.7,剧情,,131,10,8,0.334397163,#131614,0.238652482,#A2A299,0.159219858,#0F1110,0.147588652,#0B0E0D,0.120141844,#050807,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2539879909.jpg,https://movie.douban.com/subject/1441038/
233,攻壳机动队SSS,8.8,动作,动画,133,15,16,0.446853147,#222823,0.18993007,#646461,0.18979021,#334A2D,0.112657343,#AFAC9A,0.060769231,#6E914D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2183431945.jpg,https://movie.douban.com/subject/1870128/
234,哆啦A梦：新·大雄的日本诞生,7.1,动画,动画,135,1,97,0.387552448,#F5F7F5,0.20034965,#816D6D,0.16013986,#F9FBF9,0.141188811,#F8F9F8,0.110769231,#FFFFFF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2367659651.jpg,https://movie.douban.com/subject/26527993/
235,刀剑神域：序列之争,7.1,科幻,动画,137,2,95,0.406013986,#ECF2EE,0.168951049,#211820,0.162867133,#67778A,0.134265734,#CFA48C,0.127902098,#342F60,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498371582.jpg,https://movie.douban.com/subject/26634179/
236,复仇在我,8.3,剧情,犯罪,339,32,11,0.438933333,#1C1316,0.2346,#BD7F5E,0.1698,#DCB59D,0.097333333,#66423A,0.059333333,#C5C3C0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2539500001.jpg,https://movie.douban.com/subject/1294940/
237,人证,8.1,剧情,犯罪,141,64,50,0.307062937,#2E814B,0.245664336,#6BC2DD,0.23013986,#234F3A,0.116923077,#CED5CC,0.10020979,#86B973,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2260923892.jpg,https://movie.douban.com/subject/1291861/
238,生活艰难所以快乐,8.6,剧情,,142,0,94,0.403426573,#F0F0F0,0.267342657,#F7F7F7,0.16965035,#AFAFAD,0.106433566,#A1C23C,0.053146853,#CDD7A6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2251718378.jpg,https://movie.douban.com/subject/1507140/
239,澄沙之味,7.9,剧情,,143,1,96,0.36041958,#F3F5F4,0.215734266,#8C3646,0.182447552,#D9C8C9,0.126223776,#3C312B,0.115174825,#A57E6F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2234753078.jpg,https://movie.douban.com/subject/25905124/
240,鲁邦三世：次元大介的墓碑,8.7,动作,动画,146,4,19,0.32958042,#2E302F,0.202517483,#282A29,0.16048951,#252726,0.154475524,#252726,0.152937063,#262727,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178415896.jpg,https://movie.douban.com/subject/25850319/
241,奇迹，那天如此重要,7.5,剧情,喜剧,147,73,49,0.261258741,#217C49,0.235944056,#E9F4F7,0.20048951,#4D727E,0.152097902,#8AB7C7,0.15020979,#253443,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2397621888.jpg,https://movie.douban.com/subject/26809007/
242,盗钥匙的方法,8.4,剧情,喜剧,152,3,81,0.327342657,#C7CECB,0.259160839,#282A26,0.215524476,#C19370,0.133636364,#DD2B4E,0.064335664,#EBE239,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1979399699.jpg,https://movie.douban.com/subject/6880497/
243,约瑟与虎与鱼们,8.3,剧情,爱情,155,0,100,0.343566434,#FEFEFE,0.234615385,#DBE5EC,0.218531469,#EDF0F5,0.133146853,#44515B,0.07013986,#96969A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2328386870.jpg,https://movie.douban.com/subject/1428291/
244,空之境界 第三章 痛觉残留,8.8,动画,动画,155,12,11,0.428671329,#1A1D1C,0.252097902,#184B4B,0.20020979,#4B574A,0.063146853,#B2B5A1,0.055874126,#6F492E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1070325111.jpg,https://movie.douban.com/subject/2354908/
245,寄生兽,7.4,剧情,科幻,157,5,96,0.37006993,#E9F5F1,0.23972028,#ABC5C4,0.164545455,#DEC9B2,0.135944056,#648388,0.08972028,#1B343C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2375921261.jpg,https://movie.douban.com/subject/25774050/
246,下一站，天国,8.1,剧情,,160,0,80,0.399230769,#CBCBCB,0.201188811,#D0D0D0,0.135594406,#D3D3D3,0.134265734,#D2D3D2,0.12972028,#D3D3D3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1379361709.jpg,https://movie.douban.com/subject/1294413/
247,滚烫的爱,7.8,剧情,家庭,161,3,92,0.449370629,#E4EBE9,0.231678322,#A1BCB9,0.136643357,#4B4B41,0.133286713,#BF9F82,0.049020979,#C53B3B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2370019558.jpg,https://movie.douban.com/subject/26421442/
248,午夜凶铃,7.4,悬疑,恐怖,161,4,11,0.590699301,#1C1D1D,0.172237762,#3D1F21,0.117342657,#692025,0.062097902,#A93828,0.057622378,#C6B39F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1324520469.jpg,https://movie.douban.com/subject/1307696/
249,梦,8.6,剧情,,165,3,85,0.374825175,#D2D9D7,0.234265734,#121916,0.144615385,#5B5845,0.139230769,#1D3149,0.107062937,#957D56,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215880880.jpg,https://movie.douban.com/subject/1299112/
250,哆啦A梦：大雄的恐龙,8.3,剧情,动画,167,6,85,0.267762238,#CBD9D6,0.244265734,#4FA2C9,0.234755245,#DCD28B,0.170909091,#33507B,0.082307692,#CC6250,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2519543937.jpg,https://movie.douban.com/subject/1458889/
251,裸岛,8.5,剧情,,169,7,54,0.276433566,#808A88,0.21958042,#B5C1BE,0.191538462,#5E6765,0.160909091,#0C0F0F,0.151538462,#353C3B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1197870810.jpg,https://movie.douban.com/subject/1303710/
252,哆啦A梦：伴我同行,7.9,剧情,动画,170,0,99,0.56006993,#FCFDFD,0.24,#D8E0E8,0.085874126,#0958B5,0.059020979,#4989B9,0.055034965,#AA9297,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2244958975.jpg,https://movie.douban.com/subject/25769362/
253,河童之夏,8.7,喜剧,动画,170,2,93,0.332797203,#E9EEED,0.23013986,#8FB5D1,0.223006993,#1E7BC5,0.116153846,#A7A182,0.097902098,#6E5A53,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1015305516.jpg,https://movie.douban.com/subject/2982823/
254,记忆中的玛妮,7.6,剧情,动画,170,3,93,0.395594406,#E7EEEC,0.284195804,#6CB6D0,0.238671329,#ACBA9C,0.057062937,#4D4E50,0.024475524,#D1689B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2189907988.jpg,https://movie.douban.com/subject/25790555/
255,奇迹,8.7,剧情,家庭,171,1,99,0.486153846,#FAFCFC,0.22048951,#CFD3CA,0.126293706,#D38F61,0.098391608,#2F2C25,0.068671329,#758959,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1172845476.jpg,https://movie.douban.com/subject/4832288/
256,咒怨,7.3,悬疑,恐怖,171,19,8,0.617972028,#101413,0.135384615,#AFC4D6,0.112727273,#5A7CA1,0.106713287,#35404B,0.027202797,#9E7168,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2410260517.jpg,https://movie.douban.com/subject/1306808/
257,机动战士高达THE ORIGIN V 激战 鲁姆战役篇,8.7,科幻,动画,171,52,10,0.356083916,#0D1A18,0.29006993,#23493B,0.208531469,#85A892,0.129090909,#465464,0.016223776,#A12D29,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2499505254.jpg,https://movie.douban.com/subject/26919026/
258,望乡,8.6,剧情,,172,8,88,0.305384615,#D1E2DF,0.286083916,#5B7075,0.24972028,#221B22,0.118181818,#AE7A65,0.040629371,#C1382B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2151476445.jpg,https://movie.douban.com/subject/1303073/
259,夏日大作战,8.6,喜剧,动画,173,4,91,0.327692308,#E0E9E8,0.19979021,#686D51,0.19965035,#CBB87C,0.140839161,#85B342,0.132027972,#578CDC,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1031772057.jpg,https://movie.douban.com/subject/3908423/
260,白雪公主杀人事件,7.5,剧情,悬疑,173,32,25,0.360839161,#2C403E,0.279090909,#271A18,0.187412587,#DBC8B9,0.13041958,#8D6A54,0.042237762,#BA413D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2176900061.jpg,https://movie.douban.com/subject/24858414/
261,浪客剑心：传说的完结篇,7.8,剧情,动作,174,1,98,0.478041958,#F7FAF9,0.15041958,#1B212B,0.132657343,#BDC1C3,0.125244755,#414B54,0.113636364,#7C7F83,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194586665.jpg,https://movie.douban.com/subject/24845116/
262,狼的孩子雨和雪,8.5,剧情,动画,174,7,91,0.393146853,#D7E7E6,0.244825175,#57754A,0.218531469,#94BED4,0.115454545,#273325,0.028041958,#B57B76,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1667896544.jpg,https://movie.douban.com/subject/7064681/
263,莫西干回到故乡,7.7,喜剧,喜剧,176,6,93,0.483216783,#DEEDEC,0.207832168,#2C5A4D,0.205244755,#D3BB88,0.073776224,#B8D841,0.02993007,#9A362D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2294115535.jpg,https://movie.douban.com/subject/26356321/
264,空之境界 未来福音 extra chorus,9,剧情,动画,176,7,87,0.341048951,#CFDDDC,0.27041958,#342C30,0.148181818,#615D76,0.140629371,#959BA8,0.09972028,#97664D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2215965143.jpg,https://movie.douban.com/subject/24861238/
265,战国英豪,8.3,动作,冒险,178,2,85,0.326923077,#D5DADA,0.224405594,#817071,0.176223776,#ACB0B3,0.163566434,#403136,0.108881119,#ADAB45,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2102884387.jpg,https://movie.douban.com/subject/1303110/
266,我被爸爸绑架了,7.7,剧情,家庭,179,1,99,0.466713287,#FBFDFD,0.185384615,#D3E5EC,0.125594406,#7A7F8D,0.121888112,#8CB5D4,0.10041958,#3B4351,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2376420827.jpg,https://movie.douban.com/subject/26820450/
267,只是爱着你,8,剧情,爱情,180,2,97,0.396713287,#F2F7F7,0.263986014,#A1D3D5,0.151118881,#3BB5B5,0.108531469,#52B2D6,0.07965035,#3C66A2,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2323383500.jpg,https://movie.douban.com/subject/1915403/
268,海街日记,8.6,剧情,家庭,182,0,99,0.458881119,#FBFBFB,0.173706294,#283133,0.154755245,#5F625E,0.110909091,#C9D3D7,0.101748252,#908D8B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2232247487.jpg,https://movie.douban.com/subject/25895901/
269,比海更深,8.6,剧情,家庭,183,1,97,0.373846154,#F6F8F8,0.367412587,#A9B69E,0.118181818,#8D8C9F,0.088041958,#6E846D,0.052517483,#3D3F39,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2454274023.jpg,https://movie.douban.com/subject/26694988/
270,嫌疑人X的献身,8.3,剧情,犯罪,184,2,90,0.567412587,#E3E6E6,0.191188811,#231B16,0.102377622,#897C66,0.079440559,#C2291C,0.05958042,#B35A51,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p698531629.jpg,https://movie.douban.com/subject/2369845/
271,少爷,8.5,剧情,喜剧,186,1,93,0.400909091,#ECEEEE,0.212797203,#2D3542,0.168391608,#2785C2,0.122167832,#87B1C5,0.095734266,#916C55,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2302502360.jpg,https://movie.douban.com/subject/26584763/
272,大都会,8.2,科幻,动画,186,33,62,0.401258741,#6A999E,0.196153846,#556E65,0.190909091,#343E3D,0.176783217,#DAE6E3,0.034895105,#E0CA79,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910832560.jpg,https://movie.douban.com/subject/1291569/
273,罗生门,8.7,剧情,犯罪,187,40,4,0.492167832,#070B0B,0.234265734,#C8D3D4,0.114055944,#272C2D,0.093356643,#5C6264,0.066153846,#91989A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1864872647.jpg,https://movie.douban.com/subject/1291879/
274,天空之城,9,动画,动画,190,65,57,0.374755245,#328291,0.303146853,#14535E,0.196783217,#132228,0.071188811,#B0B8B5,0.054125874,#23CEB0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg,https://movie.douban.com/subject/1291583/
275,你看起来好像很好吃,8.8,剧情,动画,192,53,56,0.314335664,#44808F,0.241048951,#DDC5AB,0.166223776,#AC321D,0.162517483,#2A3E3E,0.115874126,#D5CC3F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p709670262.jpg,https://movie.douban.com/subject/4848115/
276,最终幻想7：圣子降临,8.2,动作,动画,193,7,66,0.256433566,#9BA5A7,0.219370629,#ECEEEA,0.194195804,#1B2732,0.190559441,#4F585C,0.139440559,#57768D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2221176547.jpg,https://movie.douban.com/subject/1422063/
277,交响情人梦 最终乐章 后篇,8.7,剧情,,193,33,99,0.342097902,#AAEAFC,0.229090909,#F0F6F3,0.201048951,#D6C396,0.132097902,#7E6942,0.095664336,#241F13,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p612362291.jpg,https://movie.douban.com/subject/3335464/
278,借着雨点说爱你,8.4,剧情,爱情,194,1,92,0.34951049,#E8EBEB,0.253846154,#212D21,0.173426573,#B9BFB9,0.160769231,#457154,0.062447552,#97734B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1499616217.jpg,https://movie.douban.com/subject/1395080/
279,瑞普·凡·温克尔的新娘,7.5,剧情,,194,2,34,0.316573427,#555657,0.295034965,#323335,0.191188811,#0D0D0E,0.11034965,#99A4B2,0.086853147,#8C807B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2286097607.jpg,https://movie.douban.com/subject/26592040/
280,0.5毫米,8.2,剧情,,194,12,72,0.496153846,#A1B2B7,0.253706294,#3A3336,0.151818182,#1B1616,0.057552448,#B08478,0.040769231,#A72A32,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507377459.jpg,https://movie.douban.com/subject/21767183/
281,眼镜,8,剧情,喜剧,195,13,98,0.310909091,#DAF2FB,0.253776224,#B8E0F6,0.208601399,#8FBBCF,0.173986014,#F4EDD7,0.052727273,#655C5D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p508630582.jpg,https://movie.douban.com/subject/2065047/
282,攻壳机动队2：无罪,9,剧情,动画,196,0,99,0.52048951,#FBFBFB,0.128951049,#D1D2D4,0.126643357,#444041,0.113216783,#797479,0.110699301,#A7A4A0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910832189.jpg,https://movie.douban.com/subject/1291566/
283,那年夏天，宁静的海,8.3,爱情,爱情,197,1,98,0.446153846,#F9FAFB,0.209370629,#C4D9E5,0.151398601,#374B6D,0.134055944,#85ABCD,0.059020979,#D29FB5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2153209777.jpg,https://movie.douban.com/subject/1295815/
