序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
192,克莱默夫妇,8.5,"家庭
",剧情,47,11,87,0.397902098,#DFD9C5,0.286713287,#EDEAD7,0.132167832,#E5E7E6,0.100559441,#948A82,0.082657343,#362C29,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1646672189.jpg,https://movie.douban.com/subject/1300685/
193,年轻气盛,8.2,"剧情
",喜剧,47,20,44,0.403076923,#6F6B5A,0.266223776,#2C1C11,0.120699301,#B18C60,0.11958042,#6B4227,0.09041958,#D7C8A8,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2241441695.jpg,https://movie.douban.com/subject/25766754/
194,热血警探,8.3,"喜剧
",动作,48,21,95,0.301048951,#F3E8C0,0.268531469,#130D0C,0.163566434,#E4A75F,0.151048951,#823F24,0.115804196,#605955,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p449619623.jpg,https://movie.douban.com/subject/1806555/
195,面纱,8.2,爱情,剧情,48,24,88,0.387342657,#DFD4AA,0.287482517,#B9AE76,0.117202797,#2B2714,0.108251748,#918656,0.09972028,#605A38,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238222372.jpg,https://movie.douban.com/subject/1441238/
196,爱在记忆消逝前,8.2,爱情,喜剧,48,70,97,0.336363636,#F8D54C,0.245734266,#E2E3DB,0.200559441,#8EC4D3,0.114475524,#E7DB89,0.102867133,#9C9183,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513341534.jpg,https://movie.douban.com/subject/3036465/
197,因父之名,8.8,"剧情
",传记,49,5,11,0.574335664,#1B1B1A,0.117482517,#51312A,0.113426573,#575E63,0.101818182,#AE8670,0.092937063,#944933,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p758788727.jpg,https://movie.douban.com/subject/1297009/
198,罗拉快跑,8.1,"犯罪
",动作,49,22,13,0.29972028,#211F19,0.247762238,#535234,0.180979021,#952E1A,0.157062937,#D1AB4C,0.114475524,#DAD2CE,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453894815.jpg,https://movie.douban.com/subject/1292275/
199,万物理论,8.2,"传记
",爱情,49,26,56,0.270629371,#8F896A,0.264965035,#525335,0.245734266,#2B2723,0.114825175,#62757B,0.103846154,#AFBCBB,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2210832820.jpg,https://movie.douban.com/subject/24815950/
200,黑客帝国动画版,8.8,动画,科幻,49,30,10,0.363776224,#191812,0.225664336,#304123,0.182657343,#728256,0.130769231,#DCD3B9,0.097132867,#C28F4B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1185327352.jpg,https://movie.douban.com/subject/1292347/
201,伦敦一家人,8.7,动画,家庭,49,34,79,0.272097902,#C9BD84,0.225314685,#F1F0E6,0.188461538,#706C44,0.162377622,#A19487,0.151748252,#413A30,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2421801088.jpg,https://movie.douban.com/subject/5327189/
202,偷自行车的人,8.9,"剧情
",犯罪,50,11,90,0.382097902,#E6E2CD,0.208671329,#7D6039,0.193566434,#C3B24F,0.152937063,#261B14,0.062727273,#B0312D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p759707912.jpg,https://movie.douban.com/subject/1295873/
203,疯狂约会美丽都,8.7,动画,喜剧,49,36,98,0.649022556,#FBEBA0,0.145864662,#B9976C,0.078721805,#9A2625,0.065338346,#606352,0.061052632,#67383D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p649728270.jpg,https://movie.douban.com/subject/1291565/
204,功夫熊猫2,8,动画,喜剧,50,91,97,0.378601399,#F8D115,0.306223776,#E3A60E,0.127132867,#291B0D,0.098881119,#AB8F60,0.089160839,#8E2B0E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p877183898.jpg,https://movie.douban.com/subject/3233635/
205,走出非洲,8.5,爱情,剧情,51,1,98,0.460909091,#F9F9F7,0.187412587,#786B32,0.157762238,#4D4528,0.106433566,#AEA894,0.087482517,#C3B35A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910907281.jpg,https://movie.douban.com/subject/1291840/
206,神偷奶爸2,8,"喜剧
",动画,51,1,98,0.586433566,#FBFAF8,0.158111888,#A5A7A3,0.118531469,#2E2F32,0.068881119,#E59E4C,0.068041958,#A4614B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2164225595.jpg,https://movie.douban.com/subject/4915857/
207,地雷区,8.5,"战争
",历史,51,7,96,0.27027972,#F4F1E4,0.202867133,#837B62,0.194545455,#584634,0.183146853,#100E0B,0.149160839,#C5C1A6,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2273266824.jpg,https://movie.douban.com/subject/26591654/
208,我的父亲，我的儿子,9,"剧情
",家庭,51,8,96,0.46993007,#F5F2E3,0.195734266,#A9826C,0.185664336,#C9BEAD,0.084825175,#4E3C35,0.063846154,#CFD39E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2096427072.jpg,https://movie.douban.com/subject/1793200/
209,天使爱美丽,8.7,爱情,喜剧,51,21,7,0.530559441,#12120F,0.230909091,#132F16,0.095174825,#B1A69A,0.074125874,#07571C,0.069230769,#985524,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p803896904.jpg,https://movie.douban.com/subject/1292215/
210,沙漠之花,8.7,"剧情
",,51,94,97,0.40034965,#F9D40E,0.225594406,#C47B30,0.17013986,#954621,0.128251748,#D7A828,0.075664336,#3A1E15,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p860156043.jpg,https://movie.douban.com/subject/3430271/
211,穿普拉达的女王,7.9,"剧情
",爱情,52,0,99,0.54993007,#FCFCFB,0.141888112,#450908,0.14006993,#FBFBFA,0.120699301,#9F1809,0.047412587,#BE9D95,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p735379215.jpg,https://movie.douban.com/subject/1482072/
212,理智与情感,8.3,爱情,剧情,52,27,96,0.404545455,#F4ECB3,0.199300699,#9D9343,0.147902098,#D9945F,0.129440559,#D8A948,0.118811189,#814C2F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1107322461.jpg,https://movie.douban.com/subject/1299193/
213,杀死一只知更鸟,8.5,"剧情
",悬疑,52,53,94,0.40958042,#EFDF70,0.168531469,#272322,0.153636364,#A56050,0.143216783,#EEEDE1,0.125034965,#8D8A64,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2164106144.jpg,https://movie.douban.com/subject/1297991/
214,两小无猜,8.6,爱情,剧情,53,61,96,0.311398601,#F5E460,0.307132867,#1B1807,0.17041958,#444013,0.189090909,#B1BDD3,0.038181818,#E6C069,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1132971627.jpg,https://movie.douban.com/subject/1304942/
215,秘密特工,8,"喜剧
",动作,53,90,89,0.274545455,#E4CE17,0.23972028,#F0EFEC,0.20979021,#221D1E,0.170699301,#BFAA1F,0.105244755,#927D6E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2257174963.jpg,https://movie.douban.com/subject/6845667/
216,十二怒汉,9.4,"剧情
",,54,93,98,0.474265734,#FAE311,0.223706294,#EAEBE3,0.106083916,#C48E29,0.126153846,#D3DCE3,0.090559441,#AD2C2C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg,https://movie.douban.com/subject/1293182/
217,一条狗的使命,7.7,"喜剧
",剧情,55,3,92,0.353776224,#ECEBE4,0.25048951,#BFB599,0.161258741,#8F7254,0.133006993,#A9964A,0.101468531,#503529,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2432493858.jpg,https://movie.douban.com/subject/6873143/
218,达拉斯买家俱乐部,8.7,"剧情
",传记,55,15,97,0.378461538,#F8F5D2,0.207692308,#D1CEB4,0.206013986,#9BA5AC,0.112937063,#938569,0.094895105,#636477,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.jpg,https://movie.douban.com/subject/1793929/
219,艾特熊和赛娜鼠,8.8,动画,,57,1,98,0.446503497,#FBFBF9,0.250559441,#E0DBD4,0.163356643,#ADB9A8,0.09027972,#907D6A,0.049300699,#DC837A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1726788921.jpg,https://movie.douban.com/subject/6518638/
220,巴里·林登,8.7,"战争
",剧情,57,1,98,0.284125874,#F9F9F7,0.201188811,#C9C1B3,0.19020979,#C96908,0.166083916,#BCA070,0.158391608,#6D6356,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2363839125.jpg,https://movie.douban.com/subject/1292472/
221,大独裁者,8.9,"喜剧
",战争,57,33,95,0.419160839,#F3EFA3,0.167762238,#9B4527,0.164055944,#F7F4E5,0.151328671,#E7D059,0.097692308,#86988C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1960167314.jpg,https://movie.douban.com/subject/1295646/
222,魂断蓝桥,8.8,爱情,战争,58,2,98,0.437902098,#FAFAF5,0.179370629,#333124,0.170699301,#C5B4AA,0.13965035,#C7B25D,0.072377622,#CB3439,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2253342636.jpg,https://movie.douban.com/subject/1293964/
223,总有一天,8.7,"剧情
",,58,9,88,0.291748252,#E1E0CC,0.19,#707D79,0.181608392,#332422,0.174895105,#734933,0.161748252,#B9A17B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2326264650.jpg,https://movie.douban.com/subject/26390631/
224,大空头,8.3,"剧情
",传记,59,1,98,0.38,#FAFAF9,0.171048951,#8C6C49,0.17013986,#B9B4B3,0.142237762,#4A5266,0.136573427,#31231F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2283531871.jpg,https://movie.douban.com/subject/26303622/
225,触不可及,9.2,"喜剧
",剧情,60,0,96,0.283426573,#F5F5F5,0.271188811,#AA9673,0.21041958,#CCBC98,0.13013986,#171318,0.104825175,#6F6052,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg,https://movie.douban.com/subject/6786002/
226,如晴天，似雨天,8.2,"音乐
",剧情,60,0,99,0.417062937,#FCFCFB,0.223916084,#BEBFBC,0.176223776,#8E8C82,0.098741259,#1C1613,0.084055944,#594D40,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2261938616.jpg,https://movie.douban.com/subject/25738406/
227,生活多美好,9.2,爱情,剧情,61,8,91,0.60993007,#E8E8D6,0.132377622,#ADA797,0.107972028,#AF6334,0.086923077,#181A1C,0.062797203,#4D6F80,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p771490367.jpg,https://movie.douban.com/subject/1293749/
228,八恶人,8.3,"西部
",犯罪,63,0,88,0.559090909,#E0E0E0,0.143496503,#C6C5C3,0.132097902,#171514,0.092517483,#5E4540,0.072797203,#9A8680,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2287491621.jpg,https://movie.douban.com/subject/25787888/
229,非常嫌疑犯,8.6,"悬疑
",犯罪,22,6,6,0.392751678,#0F0F0E,0.258120805,#E7E3E3,0.145100671,#88847E,0.105637584,#4C443D,0.098389262,#B99668,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537319495.jpg,https://movie.douban.com/subject/1292214/
230,V字仇杀队,8.8,"剧情
",科幻,63,13,5,0.468251748,#0D0D0B,0.186643357,#4A351F,0.154265734,#252622,0.117202797,#6E6552,0.073636364,#AAA48E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1465235231.jpg,https://movie.douban.com/subject/1309046/
231,夜,8.8,爱情,剧情,96,0,10,0.419387755,#1A1A1A,0.410884354,#FDFDFD,0.062312925,#424242,0.054557823,#7C7C7C,0.052857143,#C3C3C3,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2376274685.jpg,https://movie.douban.com/subject/1361252/
232,战场上的快乐圣诞,8.7,"同性
",战争,7,8,13,0.34006993,#211F1F,0.287132867,#CECDCD,0.157412587,#9A7048,0.133776224,#756A6F,0.081608392,#335D94,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2236722638.jpg,https://movie.douban.com/subject/1303535/
233,全金属外壳,8.5,"战争
",剧情,70,2,94,0.312027972,#F0F1EC,0.222657343,#3F312B,0.178111888,#E6E5DC,0.16006993,#F2F1ED,0.127132867,#A6A191,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2204920889.jpg,https://movie.douban.com/subject/1300055/
234,呼喊与细语,8.7,"剧情
",爱情,73,41,31,0.303146853,#484F2E,0.295524476,#232A1F,0.133986014,#BEC8C1,0.133706294,#8B874B,0.133636364,#6E7E71,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2183935299.jpg,https://movie.douban.com/subject/1296147/
235,少年时代,8.5,"家庭
",剧情,74,60,41,0.41958042,#5A692A,0.297132867,#45531F,0.107412587,#AAA98E,0.10034965,#697288,0.075524476,#362F2B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2187391526.jpg,https://movie.douban.com/subject/2209575/
236,黄金三镖客,9.1,"西部
",冒险,76,0,99,0.55041958,#FCFDFB,0.128881119,#1C1A18,0.114125874,#C06936,0.112027972,#B8B2AD,0.094545455,#5D4A38,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg,https://movie.douban.com/subject/1401118/
237,虎口脱险,8.9,"喜剧
",战争,76,1,91,0.50013986,#E8E9E6,0.165804196,#525F45,0.141748252,#AAA395,0.107832168,#312B20,0.084475524,#B37255,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,https://movie.douban.com/subject/1296909/
238,十二猴子,8.1,"科幻
",悬疑,76,8,89,0.479370629,#DEE2D1,0.300629371,#DCD9C5,0.084335664,#B22D29,0.075804196,#C8A494,0.05986014,#B6695E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p627041570.jpg,https://movie.douban.com/subject/1298744/
239,第九区,8.2,"科幻
",剧情,82,1,86,0.27986014,#DBDCD9,0.216783217,#453C36,0.191748252,#120E0C,0.179440559,#806F65,0.132167832,#A1ABB3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1086352249.jpg,https://movie.douban.com/subject/3006772/
240,蝴蝶,8.6,"儿童
",剧情,82,55,33,0.383916084,#445526,0.269020979,#BAB53B,0.232657343,#161616,0.061818182,#D4D0C0,0.052587413,#86331F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2464686077.jpg,https://movie.douban.com/subject/1292056/
241,热天午后,8.6,"犯罪
",剧情,89,0,100,0.64027972,#FEFEFE,0.133776224,#151211,0.097132867,#83584F,0.072657343,#A29B99,0.056153846,#D2CFCE,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2121496968.jpg,https://movie.douban.com/subject/1293374/
242,降临,7.7,"科幻
",剧情,91,10,24,0.279300699,#3B3E38,0.218601399,#746551,0.190909091,#151512,0.17041958,#B9A488,0.140769231,#EBE5DC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2411622421.jpg,https://movie.douban.com/subject/21324900/
243,铁拳男人,8.7,"传记
",剧情,92,8,4,0.521748252,#0A0A09,0.167132867,#434338,0.161818182,#22231E,0.077622378,#C2C1B0,0.071678322,#967C59,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456421395.jpg,https://movie.douban.com/subject/1418519/
244,假面,8.7,"剧情
",,96,0,4,0.466223776,#0A0A0A,0.253496503,#F6F6F6,0.19958042,#E5E5E5,0.04972028,#2B2B2B,0.030979021,#949494,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507966309.jpg,https://movie.douban.com/subject/1294438/
245,控方证人,9.4,"悬疑
",犯罪,96,0,6,0.33048951,#0F0F0F,0.248811189,#EDEDED,0.155804196,#A7A7A7,0.141748252,#717171,0.123146853,#404040,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2367853261.jpg,https://movie.douban.com/subject/5294851/
246,内布拉斯加,8.6,"家庭
",剧情,96,0,6,0.334755245,#101010,0.262097902,#CBCBCB,0.241748252,#1D1D1D,0.087412587,#1F1F1F,0.073986014,#161616,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2158863675.jpg,https://movie.douban.com/subject/6538833/
247,福尔摩斯二世,9.4,"喜剧
",奇幻,96,0,88,0.414055944,#E1E1E1,0.182587413,#C0C0C0,0.179090909,#8F8F8F,0.113916084,#171717,0.11034965,#606060,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2206737207.jpg,https://movie.douban.com/subject/1303408/
248,雾中风景,8.8,"剧情
",,97,1,99,0.509300699,#FAFBF8,0.226713287,#EEEFEE,0.116713287,#CFCEDB,0.099300699,#ADA8BB,0.047972028,#7D7C90,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1117765592.jpg,https://movie.douban.com/subject/1294252/
249,萨利机长,8.3,"灾难
",传记,98,7,83,0.222307692,#CBD4C5,0.220629371,#99ACA2,0.209370629,#63827C,0.194125874,#14232F,0.153566434,#3A565A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2403319543.jpg,https://movie.douban.com/subject/26416603/
250,谍影重重2,8.6,"动作
",悬疑,99,19,6,0.35048951,#0E100D,0.234335664,#3A402B,0.18972028,#BEA54D,0.165454545,#756331,0.06,#B1BA9F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,https://movie.douban.com/subject/1308767/
251,凯尔经的秘密,8.4,动画,奇幻,101,51,36,0.337062937,#3B5B2C,0.314265734,#517738,0.140699301,#81A153,0.128251748,#809475,0.07972028,#E5E8E1,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1088520038.jpg,https://movie.douban.com/subject/3212221/
252,怪兽电力公司,8.6,动画,喜剧,105,0,99,0.512727273,#FDFDFD,0.18041958,#315267,0.172307692,#6DB0AD,0.079020979,#B9C7C9,0.055524476,#8CA659,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2513247938.jpg,https://movie.douban.com/subject/1291579/
253,刺杀肯尼迪,8.8,"历史
",悬疑,112,0,99,0.419370629,#FCFCFC,0.20951049,#372A2D,0.161888112,#923340,0.121888112,#364D85,0.087342657,#BFBDBF,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p967284986.jpg,https://movie.douban.com/subject/1292230/
254,消失的爱人,8.7,"悬疑
",剧情,118,4,74,0.267062937,#B5BCB5,0.24048951,#203043,0.222797203,#81949D,0.186573427,#4E687E,0.083076923,#766D63,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221768894.jpg,https://movie.douban.com/subject/21318488/
255,与玛格丽特的午后,8.8,"喜剧
",,128,8,14,0.328881119,#202321,0.281608392,#6B6A76,0.172727273,#C5B9B8,0.155174825,#384A24,0.061608392,#CBCD7B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p855075428.jpg,https://movie.douban.com/subject/3796613/
256,黑客帝国3：矩阵革命,8.5,"科幻
",动作,128,71,3,0.32041958,#020803,0.208391608,#49997E,0.206153846,#156242,0.165874126,#093118,0.099160839,#95C6B7,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,https://movie.douban.com/subject/1302467/
257,模仿游戏,8.6,"传记
",同性,135,9,30,0.256713287,#464D48,0.250629371,#89867A,0.24986014,#1C1E1F,0.123986014,#CCA994,0.118811189,#53322D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,https://movie.douban.com/subject/10463953/
258,霍比特人3：五军之战,8.2,"奇幻
",冒险,135,15,5,0.411468531,#0B0D0C,0.258041958,#2D312B,0.120839161,#C9BBAD,0.11958042,#756E65,0.09006993,#815734,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2219406504.jpg,https://movie.douban.com/subject/2973079/
259,黑客帝国,8.8,"科幻
",动作,137,50,3,0.392097902,#030704,0.174405594,#15281B,0.173636364,#4B9060,0.146083916,#295437,0.113776224,#99CA9E,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg,https://movie.douban.com/subject/1291843/
260,哈利·波特与死亡圣器(下),8.7,"奇幻
",剧情,146,20,5,0.376223776,#0A0D0C,0.287062937,#2A3530,0.15013986,#A6BBB1,0.148531469,#576C65,0.038041958,#44211E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p917846733.jpg,https://movie.douban.com/subject/3011235/
261,海蒂和爷爷,9,"家庭
",剧情,150,0,96,0.336223776,#F4F5F5,0.225804196,#2670A1,0.192167832,#A2C5DA,0.189020979,#AB8569,0.056783217,#513023,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2332944143.jpg,https://movie.douban.com/subject/25958717/
262,出租车司机,8.4,"剧情
",犯罪,151,32,3,0.276783217,#060907,0.242937063,#C8C09C,0.193076923,#8A8B77,0.162237762,#F5F5F5,0.124965035,#334032,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792510233.jpg,https://movie.douban.com/subject/1292222/
263,恐怖游轮,8.3,"悬疑
",惊悚,154,3,82,0.25958042,#CAD0CE,0.252237762,#210D10,0.18979021,#691D21,0.17986014,#83A5C0,0.118531469,#836B5B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,https://movie.douban.com/subject/3011051/
264,蓝白红三部曲之白,8.4,爱情,剧情,158,0,94,0.581608392,#EFF0F0,0.136853147,#A8734A,0.123706294,#544A3A,0.086013986,#15120E,0.071818182,#B4AA9C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1604838524.jpg,https://movie.douban.com/subject/1292049/
265,西力传,8.9,"喜剧
",奇幻,38,1,78,0.346382979,#C6C5C3,0.259716312,#D0D2D1,0.20858156,#C9CCCB,0.104113475,#9F9994,0.081205674,#404746,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2119299252.jpg,https://movie.douban.com/subject/1293846/
266,鳄鱼波鞋走天涯,9.1,"儿童
",剧情,163,24,11,0.354405594,#151C1A,0.348881119,#274033,0.168041958,#58825B,0.093496503,#ADB6AF,0.035174825,#812725,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2188484411.jpg,https://movie.douban.com/subject/1301811/
267,少年斯派维的奇异旅行,8.5,"冒险
",剧情,163,26,69,0.264755245,#82B0A3,0.231468531,#DBD7B5,0.217902098,#8D7240,0.194545455,#4E8281,0.091328671,#42392A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1977727734.jpg,https://movie.douban.com/subject/6985803/
268,启示,8.5,"动作
",剧情,164,30,3,0.396293706,#050706,0.169160839,#899089,0.155944056,#636B67,0.145804196,#1E2522,0.132797203,#3D4440,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374588202.jpg,https://movie.douban.com/subject/1450031/
269,美国队长2,7.9,"科幻
",动作,170,21,24,0.308321678,#303D3B,0.253006993,#11171C,0.241958042,#727064,0.143286713,#C3B69A,0.053426573,#AF673B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174824694.jpg,https://movie.douban.com/subject/6390823/
270,孤儿怨,8.1,"惊悚
",悬疑,173,35,28,0.305454545,#2D4643,0.301538462,#130E0D,0.216573427,#677F75,0.091818182,#D0B7A4,0.084615385,#7A5948,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184386443.jpg,https://movie.douban.com/subject/3011308/
271,怪兽大学,8,动画,喜剧,175,4,80,0.286573427,#C3CBCA,0.267552448,#AE966D,0.185174825,#6A696A,0.164545455,#76BEDD,0.096153846,#664F84,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2033476722.jpg,https://movie.douban.com/subject/3789848/
272,登堂入室,8.5,"悬疑
",剧情,178,25,7,0.38958042,#0E1212,0.186013986,#243821,0.151608392,#98B8A9,0.143356643,#58803F,0.129440559,#556856,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1581587840.jpg,https://movie.douban.com/subject/6537486/
273,剪刀手爱德华,8.7,爱情,剧情,181,2,92,0.395664336,#E7EBEB,0.204055944,#2D2C3C,0.183006993,#A3C2E3,0.120979021,#7A7888,0.096293706,#6B94D6,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg,https://movie.douban.com/subject/1292370/
274,穿条纹睡衣的男孩,8.9,"战争
",剧情,181,21,83,0.34972028,#A8D4D5,0.229230769,#408DB6,0.168601399,#0B110B,0.128041958,#0C2678,0.124405594,#536140,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg,https://movie.douban.com/subject/3008247/
275,巴黎淘气帮,8.6,"喜剧
",儿童,181,29,63,0.313286713,#72A0A1,0.243426573,#2D2529,0.206013986,#9D533A,0.121818182,#DD973E,0.115454545,#DFC4A9,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p465446537.jpg,https://movie.douban.com/subject/3157605/
276,守望者,8.2,"科幻
",动作,182,11,17,0.546713287,#262B2B,0.220629371,#294C63,0.111258741,#4486A7,0.08034965,#778354,0.041048951,#E5DC40,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1663601927.jpg,https://movie.douban.com/subject/1972698/
277,蝴蝶效应,8.7,"悬疑
",科幻,185,67,8,0.255664336,#071415,0.197692308,#E2EFF1,0.187412587,#30909B,0.181118881,#204C50,0.178111888,#93CED5,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg,https://movie.douban.com/subject/1292343/
278,回归,8.7,"剧情
",家庭,186,6,78,0.363566434,#BAC5C6,0.201958042,#90A1B1,0.20006993,#E7EBEB,0.118321678,#6F5F5D,0.116083916,#0F0D10,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p790496788.jpg,https://movie.douban.com/subject/1308074/
279,再次出发之纽约遇见你,8.5,"音乐
",爱情,187,11,16,0.324685315,#242929,0.245454545,#F9F8E6,0.216923077,#BEA688,0.169160839,#5C5651,0.043776224,#5EA7BB,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,https://movie.douban.com/subject/6874403/
280,谍影重重3,8.7,"动作
",悬疑,187,11,81,0.293706294,#B7CCCF,0.235244755,#7FA5B3,0.210979021,#1B3E59,0.16041958,#09182B,0.09965035,#467086,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792223507.jpg,https://movie.douban.com/subject/1578507/
281,永恒和一日,8.9,"剧情
",,188,22,83,0.353496503,#A5CED4,0.20986014,#B0BDAA,0.173076923,#878E7F,0.15979021,#303330,0.103776224,#485250,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1391839595.jpg,https://movie.douban.com/subject/1293455/
282,诺丁山,7.9,爱情,喜剧,189,2,81,0.382167832,#CBCFCF,0.234055944,#B6AF9A,0.206013986,#98A9B4,0.100699301,#726F6E,0.077062937,#161D20,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480943589.jpg,https://movie.douban.com/subject/1298038/
283,帝国的毁灭,8.6,"战争
",历史,189,8,6,0.466503497,#0E1010,0.218041958,#2C2C2D,0.138181818,#4C4B4B,0.10958042,#716C6A,0.067692308,#A6A3A0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p453463177.jpg,https://movie.douban.com/subject/1309115/
284,恋恋笔记本,8.5,爱情,剧情,191,6,90,0.327482517,#D7E2E5,0.227762238,#66A4DE,0.218041958,#B4B4A9,0.13013986,#574E4A,0.096573427,#B88368,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p483604864.jpg,https://movie.douban.com/subject/1309163/
285,伴我同行,8.9,"剧情
",冒险,191,7,98,0.337342657,#E8F6F9,0.268531469,#3944A9,0.187552448,#2B2A2A,0.104545455,#A6B4E6,0.102027972,#3F466A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1979379460.jpg,https://movie.douban.com/subject/1292925/
286,人工智能,8.6,"科幻
",冒险,192,12,11,0.239300699,#191C1D,0.199160839,#131616,0.19013986,#111414,0.186293706,#121414,0.185104895,#111414,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,https://movie.douban.com/subject/1302827/
